high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
Beaver Area High School,Beaver Area,Pennsylvania,high_auto,duplicate_resolution,,1.0,8.0,,
Beaver Dam,Beaver Dam,Wis,high_auto,duplicate_resolution,,30.0,30.0,,
Beaver Dam HS,Beaver Dam,Wis,high_auto,duplicate_resolution,,4.0,30.0,,
Beavercreek,Beavercreek,Ohio,high_auto,duplicate_resolution,,10.0,10.0,,
Beavercreek HS,Beavercreek,Ohio,high_auto,duplicate_resolution,,4.0,10.0,,
Beavercreek High School,Beavercreek,Ohio,high_auto,duplicate_resolution,,2.0,10.0,,
Beavercreek (Radford),Beavercreek,Ohio,high_auto,duplicate_resolution,,1.0,10.0,,
Beaverton HS,Beaverton HS,Ore,high_auto,duplicate_resolution,,23.0,23.0,,
Beaverton,Beaverton HS,Ore,high_auto,duplicate_resolution,,15.0,23.0,,
Becker,Becker,Minn,high_auto,duplicate_resolution,,14.0,14.0,,
Becker HS,Becker,Minn,high_auto,duplicate_resolution,,12.0,14.0,,
Bedford,Bedford,NH.,high_auto,duplicate_resolution,,28.0,28.0,,
Bedford HS,Bedford,NH.,high_auto,duplicate_resolution,,2.0,28.0,,
Bedford Academy High School,Bedford Academy High School,New York,high_auto,duplicate_resolution,,2.0,2.0,,
Bedford Academy,Bedford Academy High School,New York,high_auto,duplicate_resolution,,1.0,2.0,,
Bedford North Lawrence,Bedford North Lawrence,Ind,high_auto,duplicate_resolution,,11.0,11.0,,
Bedford North Lawrence HS,Bedford North Lawrence,Ind,high_auto,duplicate_resolution,,5.0,11.0,,
Beebe,Beebe,Arkansas,high_auto,duplicate_resolution,,3.0,3.0,,
Beebe H.S.,Beebe,Arkansas,high_auto,duplicate_resolution,,1.0,3.0,,
Beech,Beech,Tenn,high_auto,duplicate_resolution,,3.0,3.0,,
Beech HS,Beech,Tenn,high_auto,duplicate_resolution,,1.0,3.0,,
Belgrade-Brooten-Elrosa HS,Belgrade-Brooten-Elrosa HS,Minn,high_auto,duplicate_resolution,,3.0,3.0,,
Belgrade-Brooten-Elrosa,Belgrade-Brooten-Elrosa HS,Minn,high_auto,duplicate_resolution,,2.0,3.0,,
Bellaire HS,Bellaire HS,Texas,high_auto,duplicate_resolution,,8.0,8.0,,
Bellaire H.S.,Bellaire HS,Texas,high_auto,duplicate_resolution,,2.0,8.0,,
Bellbrook,Bellbrook,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Bellbrook HS,Bellbrook,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Bellbrook High School,Bellbrook,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Belle Vernon,Belle Vernon,Pennsylvania,high_auto,duplicate_resolution,,3.0,3.0,,
Belle Vernon High School,Belle Vernon,Pennsylvania,high_auto,duplicate_resolution,,1.0,3.0,,
Belleville HS,Belleville HS,Mich,high_auto,duplicate_resolution,,6.0,6.0,,
Belleville,Belleville HS,Mich,high_auto,duplicate_resolution,,5.0,6.0,,
Bellevue,Bellevue,Ohio,high_auto,duplicate_resolution,,11.0,11.0,,
Bellevue HS,Bellevue,Ohio,high_auto,duplicate_resolution,,5.0,11.0,,
Bellevue West,Bellevue West,Neb,high_auto,duplicate_resolution,,12.0,12.0,,
Bellevue West HS,Bellevue West,Neb,high_auto,duplicate_resolution,,4.0,12.0,,
Bellport,Bellport High School,NY.,high_auto,duplicate_resolution,,1.0,1.0,,
Bellport High School,Bellport High School,NY.,high_auto,duplicate_resolution,,1.0,1.0,,
Bells HS,Bells HS,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
Bells,Bells HS,Texas,high_auto,duplicate_resolution,,2.0,3.0,,
Bellwood-Antis,Bellwood-Antis,Pennsylvania,high_auto,duplicate_resolution,,12.0,12.0,,
Bellwood-Antis High School,Bellwood-Antis,Pennsylvania,high_auto,duplicate_resolution,,4.0,12.0,,
Belmont,Belmont,Mass,high_auto,duplicate_resolution,,12.0,12.0,,
Belmont HS,Belmont,Mass,high_auto,duplicate_resolution,,4.0,12.0,,
Belton HS,Belton HS,Texas,high_auto,duplicate_resolution,,12.0,12.0,,
Belton High School,Belton HS,Texas,high_auto,duplicate_resolution,,1.0,12.0,,
Bemidji HS,Bemidji HS,Minn,high_auto,duplicate_resolution,,5.0,5.0,,
Bemidji,Bemidji HS,Minn,high_auto,duplicate_resolution,,2.0,5.0,,
Ben Davis,Ben Davis,Ind,high_auto,duplicate_resolution,,19.0,19.0,,
Ben Davis HS,Ben Davis,Ind,high_auto,duplicate_resolution,,6.0,19.0,,
Bend,Bend,Oregon,high_auto,duplicate_resolution,,5.0,5.0,,
Bend HS,Bend,Oregon,high_auto,duplicate_resolution,,3.0,5.0,,
Benilde St. Margaret's,Benilde St. Margaret's,Minn,high_auto,duplicate_resolution,,2.0,2.0,,
Benilde St. Margaret's HS,Benilde St. Margaret's,Minn,high_auto,duplicate_resolution,,1.0,2.0,,
Benilde-St. Margaret's,Benilde-St. Margaret's,Minn,high_auto,duplicate_resolution,,2.0,2.0,,
Benilde-St. Margaret's HS,Benilde-St. Margaret's,Minn,high_auto,duplicate_resolution,,1.0,2.0,,
Benson,Benson,Neb,high_auto,duplicate_resolution,,8.0,8.0,,
Benson HS,Benson,Neb,high_auto,duplicate_resolution,,5.0,8.0,,
Benson Polytechnic HS,Benson Polytechnic HS,Ore,high_auto,duplicate_resolution,,12.0,12.0,,
Benson Polytechnic,Benson Polytechnic HS,Ore,high_auto,duplicate_resolution,,1.0,12.0,,
Benton Harbor,Benton Harbor,Mich,high_auto,duplicate_resolution,,3.0,3.0,,
Benton Harbor HS,Benton Harbor,Mich,high_auto,duplicate_resolution,,1.0,3.0,,
Bentonville,Bentonville,Ark,high_auto,duplicate_resolution,,10.0,10.0,,
Bentonville HS,Bentonville,Ark,high_auto,duplicate_resolution,,8.0,10.0,,
Berea Independent HS,Berea Independent HS,Kentucky,high_auto,duplicate_resolution,,3.0,3.0,,
Berea Independent High School,Berea Independent HS,Kentucky,high_auto,duplicate_resolution,,1.0,3.0,,
Berea-Midpark,Berea-Midpark,Ohio,high_auto,duplicate_resolution,,6.0,6.0,,
Berea-Midpark High School,Berea-Midpark,Ohio,high_auto,duplicate_resolution,,2.0,6.0,,
Bergman HS,Bergman HS,Ark,high_auto,duplicate_resolution,,3.0,3.0,,
Bergman,Bergman HS,Ark,high_auto,duplicate_resolution,,2.0,3.0,,
Bermudian Springs,Bermudian Springs,Pennsylvania,high_auto,duplicate_resolution,,11.0,11.0,,
Bermudian Springs HS,Bermudian Springs,Pennsylvania,high_auto,duplicate_resolution,,1.0,11.0,,
Berthoud,Berthoud,Colo,high_auto,duplicate_resolution,,2.0,2.0,,
Berthoud H.S.,Berthoud,Colo,high_auto,duplicate_resolution,,1.0,2.0,,
Bethany HS,Bethany HS,Okla,high_auto,duplicate_resolution,,4.0,4.0,,
Bethany High School,Bethany HS,Okla,high_auto,duplicate_resolution,,2.0,4.0,,
Bethany,Bethany HS,Okla,high_auto,duplicate_resolution,,1.0,4.0,,
Bethel Park,Bethel Park,Pennsylvania,high_auto,duplicate_resolution,,21.0,21.0,,
Bethel Park HS,Bethel Park,Pennsylvania,high_auto,duplicate_resolution,,3.0,21.0,,
Bethesda Chevy Chase,Bethesda Chevy Chase,Maryland,high_auto,duplicate_resolution,,8.0,8.0,,
Bethesda Chevy Chase HS,Bethesda Chevy Chase,Maryland,high_auto,duplicate_resolution,,1.0,8.0,,
Bethlehem Catholic,Bethlehem Catholic,Pennsylvania,high_auto,duplicate_resolution,,42.0,42.0,,
Bethlehem Catholic High School,Bethlehem Catholic,Pennsylvania,high_auto,duplicate_resolution,,2.0,42.0,,
Bethlehem Catholic (Wagner),Bethlehem Catholic,Pennsylvania,high_auto,duplicate_resolution,,1.0,42.0,,
Bethlehem Central,Bethlehem Central,New York,high_auto,duplicate_resolution,,13.0,13.0,,
Bethlehem Central High School,Bethlehem Central,New York,high_auto,duplicate_resolution,,3.0,13.0,,
Bettendorf,Bettendorf,Iowa,high_auto,duplicate_resolution,,10.0,10.0,,
Bettendorf HS,Bettendorf,Iowa,high_auto,duplicate_resolution,,3.0,10.0,,
BFA-St. Albans,BFA-St. Albans,Vermont,high_auto,duplicate_resolution,,7.0,7.0,,
BFA-Saint Albans,BFA-St. Albans,Vermont,high_auto,duplicate_resolution,,5.0,7.0,,
Big Lake HS,Big Lake HS,Minn,high_auto,duplicate_resolution,,8.0,8.0,,
Big Lake,Big Lake HS,Minn,high_auto,duplicate_resolution,,3.0,8.0,,
Big Spring,Big Spring,Pennsylvania,high_auto,duplicate_resolution,,12.0,12.0,,
Big Spring HS,Big Spring,Pennsylvania,high_auto,duplicate_resolution,,7.0,12.0,,
Billings Senior,Billings Senior HS,Mont,high_auto,duplicate_resolution,,3.0,3.0,,
Billings Senior HS,Billings Senior HS,Mont,high_auto,duplicate_resolution,,3.0,3.0,,
Billings West,Billings West,Mont,high_auto,duplicate_resolution,,5.0,5.0,,
Billings West HS,Billings West,Mont,high_auto,duplicate_resolution,,4.0,5.0,,
Bingham HS,Bingham HS,Utah,high_auto,duplicate_resolution,,13.0,13.0,,
Bingham High School,Bingham HS,Utah,high_auto,duplicate_resolution,,3.0,13.0,,
Bingham,Bingham HS,Utah,high_auto,duplicate_resolution,,2.0,13.0,,
Birch Run HS,Birch Run HS,Mich,high_auto,duplicate_resolution,,1.0,1.0,,
Birch Run,Birch Run HS,Mich,high_auto,duplicate_resolution,,1.0,1.0,,
Birdville,Birdville High School,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Birdville HS,Birdville High School,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Birdville High School,Birdville High School,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Alemany HS,Bishop Alemany HS,Calif,high_auto,duplicate_resolution,,14.0,14.0,,
Bishop Alemany,Bishop Alemany HS,Calif,high_auto,duplicate_resolution,,9.0,14.0,,
Bishop Blanchet,Bishop Blanchet,Wash,high_auto,duplicate_resolution,,6.0,6.0,,
Bishop Blanchet HS,Bishop Blanchet,Wash,high_auto,duplicate_resolution,,2.0,6.0,,
Bishop Blanchet High School,Bishop Blanchet,Wash,high_auto,duplicate_resolution,,2.0,6.0,,
Bishop Brady HS,Bishop Brady HS,NH.,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Brady,Bishop Brady HS,NH.,high_auto,duplicate_resolution,,1.0,2.0,,
Bishop Canevin,Bishop Canevin,Pennsylvania,high_auto,duplicate_resolution,,15.0,15.0,,
Bishop Canevin HS,Bishop Canevin,Pennsylvania,high_auto,duplicate_resolution,,1.0,15.0,,
Bishop Carroll,Bishop Carroll HS,Kan,high_auto,duplicate_resolution,,3.0,3.0,,
Bishop Carroll HS,Bishop Carroll HS,Kan,high_auto,duplicate_resolution,,3.0,3.0,,
Bishop England,Bishop England HS,SC.,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop England HS,Bishop England HS,SC.,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Garrigan HS,Bishop Garrigan HS,Iowa,high_auto,duplicate_resolution,,3.0,3.0,,
Bishop Garrigan,Bishop Garrigan HS,Iowa,high_auto,duplicate_resolution,,3.0,3.0,,
Bishop Guertin,Bishop Guertin,NH.,high_auto,duplicate_resolution,,15.0,15.0,,
Bishop Guertin High School,Bishop Guertin,NH.,high_auto,duplicate_resolution,,5.0,15.0,,
Bishop Guilfoyle,Bishop Guilfoyle,Pennsylvania,high_auto,duplicate_resolution,,12.0,12.0,,
Bishop Guilfoyle HS,Bishop Guilfoyle,Pennsylvania,high_auto,duplicate_resolution,,4.0,12.0,,
Bishop Guilfoyle (Shippensburg),Bishop Guilfoyle,Pennsylvania,high_auto,duplicate_resolution,,1.0,12.0,,
Bishop Hartley,Bishop Hartley,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Bishop Hartley HS,Bishop Hartley,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
Bishop Kearney,Bishop Kearney,NY.,high_auto,duplicate_resolution,,22.0,22.0,,
Bishop Kearney (Le Moyne),Bishop Kearney,NY.,high_auto,duplicate_resolution,,2.0,22.0,,
Bishop Kelly HS,Bishop Kelly HS,Idaho,high_auto,duplicate_resolution,,5.0,5.0,,
Bishop Kelly,Bishop Kelly HS,Idaho,high_auto,duplicate_resolution,,1.0,5.0,,
Bishop Kelly High School,Bishop Kelly HS,Idaho,high_auto,duplicate_resolution,,1.0,5.0,,
Bishop Kenny HS,Bishop Kenny HS,Fla,high_auto,duplicate_resolution,,15.0,15.0,,
Bishop Kenny,Bishop Kenny HS,Fla,high_auto,duplicate_resolution,,12.0,15.0,,
Bishop Loughlin,Bishop Loughlin,NY.,high_auto,duplicate_resolution,,10.0,10.0,,
Bishop Loughlin HS,Bishop Loughlin,NY.,high_auto,duplicate_resolution,,5.0,10.0,,
Bishop Loughlin Memorial,Bishop Loughlin Memorial,NY.,high_auto,duplicate_resolution,,5.0,5.0,,
Bishop Loughlin Memorial HS,Bishop Loughlin Memorial,NY.,high_auto,duplicate_resolution,,3.0,5.0,,
Bishop Ludden,Bishop Ludden,NY.,high_auto,duplicate_resolution,,16.0,16.0,,
Bishop Ludden HS,Bishop Ludden,NY.,high_auto,duplicate_resolution,,1.0,16.0,,
Bishop Lynch,Bishop Lynch,Texas,high_auto,duplicate_resolution,,16.0,16.0,,
Bishop Lynch HS,Bishop Lynch,Texas,high_auto,duplicate_resolution,,14.0,16.0,,
Bishop Lynch High School,Bishop Lynch,Texas,high_auto,duplicate_resolution,,2.0,16.0,,
Bishop Manogue HS,Bishop Manogue HS,Nev,high_auto,duplicate_resolution,,8.0,8.0,,
Bishop Manogue,Bishop Manogue HS,Nev,high_auto,duplicate_resolution,,1.0,8.0,,
Bishop McDevitt,Bishop McDevitt,Pennsylvania,high_auto,duplicate_resolution,,21.0,21.0,,
Bishop McDevitt High School,Bishop McDevitt,Pennsylvania,high_auto,duplicate_resolution,,3.0,21.0,,
Bishop McDevitt HS,Bishop McDevitt,Pennsylvania,high_auto,duplicate_resolution,,1.0,21.0,,
Bishop McNamara,Bishop McNamara,Maryland,high_auto,duplicate_resolution,,44.0,44.0,,
Bishop McNamara HS,Bishop McNamara,Maryland,high_auto,duplicate_resolution,,13.0,44.0,,
Bishop McNamara High School,Bishop McNamara,Maryland,high_auto,duplicate_resolution,,5.0,44.0,,
Bishop Miege,Bishop Miege,Kan,high_auto,duplicate_resolution,,14.0,14.0,,
Bishop Miege HS,Bishop Miege,Kan,high_auto,duplicate_resolution,,8.0,14.0,,
Bishop Montgomery HS,Bishop Montgomery HS,Calif,high_auto,duplicate_resolution,,16.0,16.0,,
Bishop Montgomery,Bishop Montgomery HS,Calif,high_auto,duplicate_resolution,,11.0,16.0,,
Bishop Montgomery High School,Bishop Montgomery HS,Calif,high_auto,duplicate_resolution,,1.0,16.0,,
Bishop Moore Catholic,Bishop Moore Catholic High School,Fla,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Moore Catholic HS,Bishop Moore Catholic High School,Fla,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Moore Catholic High School,Bishop Moore Catholic High School,Fla,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop O'Connell,Bishop O'Connell,Virginia,high_auto,duplicate_resolution,,29.0,29.0,,
Bishop O'Connell HS,Bishop O'Connell,Virginia,high_auto,duplicate_resolution,,7.0,29.0,,
Bishop O'Connell High School,Bishop O'Connell,Virginia,high_auto,duplicate_resolution,,3.0,29.0,,
Bishop O'Dowd HS,Bishop O'Dowd HS,Calif,high_auto,duplicate_resolution,,16.0,16.0,,
Bishop O'Dowd,Bishop O'Dowd HS,Calif,high_auto,duplicate_resolution,,10.0,16.0,,
Bishop O'Dowd High School,Bishop O'Dowd HS,Calif,high_auto,duplicate_resolution,,1.0,16.0,,
Bishop Snyder High School,Bishop Snyder High School,Florida,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Snyder,Bishop Snyder High School,Florida,high_auto,duplicate_resolution,,2.0,2.0,,
Bishop Watterson High School,Bishop Watterson High School,Ohio,high_auto,duplicate_resolution,,12.0,12.0,,
Bishop Watterson,Bishop Watterson High School,Ohio,high_auto,duplicate_resolution,,8.0,12.0,,
Bishop Watterson HS,Bishop Watterson High School,Ohio,high_auto,duplicate_resolution,,3.0,12.0,,
Bixby,Bixby,Okla,high_auto,duplicate_resolution,,8.0,8.0,,
Bixby HS,Bixby,Okla,high_auto,duplicate_resolution,,7.0,8.0,,
Blackhawk,Blackhawk,Pennsylvania,high_auto,duplicate_resolution,,16.0,16.0,,
Blackhawk High School,Blackhawk,Pennsylvania,high_auto,duplicate_resolution,,5.0,16.0,,
Blackhawk HS,Blackhawk,Pennsylvania,high_auto,duplicate_resolution,,3.0,16.0,,
Blacklick Valley,Blacklick Valley,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Blacklick Valley High School,Blacklick Valley,Pennsylvania,high_auto,duplicate_resolution,,2.0,4.0,,
Blackman HS,Blackman HS,Tenn,high_auto,duplicate_resolution,,15.0,15.0,,
Blackman,Blackman HS,Tenn,high_auto,duplicate_resolution,,14.0,15.0,,
Blackman H.S.,Blackman HS,Tenn,high_auto,duplicate_resolution,,3.0,15.0,,
Blackman High School,Blackman HS,Tenn,high_auto,duplicate_resolution,,2.0,15.0,,
Blacksburg High School,Blacksburg High School,Virginia,high_auto,duplicate_resolution,,2.0,2.0,,
Blacksburg,Blacksburg High School,Virginia,high_auto,duplicate_resolution,,1.0,2.0,,
Blaine,Blaine,Minn,high_auto,duplicate_resolution,,18.0,18.0,,
Blaine HS,Blaine,Minn,high_auto,duplicate_resolution,,7.0,18.0,,
Blair Academy (N.J.),Blair Academy (N.J.),Fla,high_auto,duplicate_resolution,,5.0,5.0,,
Blair Academy (NJ),Blair Academy (N.J.),Fla,high_auto,duplicate_resolution,,3.0,5.0,,
Blanchard HS,Blanchard HS,Okla,high_auto,duplicate_resolution,,5.0,5.0,,
Blanchard,Blanchard HS,Okla,high_auto,duplicate_resolution,,2.0,5.0,,
Blanche Ely,Blanche Ely,Fla,high_auto,duplicate_resolution,,10.0,10.0,,
Blanche Ely HS,Blanche Ely,Fla,high_auto,duplicate_resolution,,8.0,10.0,,
Blanche Ely High School,Blanche Ely,Fla,high_auto,duplicate_resolution,,3.0,10.0,,
Bloom Carroll,Bloom Carroll,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Bloom Carroll HS,Bloom Carroll,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Bloom Carroll High School,Bloom Carroll,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Bloomingdale,Bloomingdale,Fla,high_auto,duplicate_resolution,,7.0,7.0,,
Bloomingdale HS,Bloomingdale,Fla,high_auto,duplicate_resolution,,4.0,7.0,,
Bloomington,Bloomington,Ill,high_auto,duplicate_resolution,,5.0,5.0,,
Bloomington HS,Bloomington,Ill,high_auto,duplicate_resolution,,4.0,5.0,,
Blount HS,Blount HS,Ala,high_auto,duplicate_resolution,,2.0,2.0,,
Blount,Blount HS,Ala,high_auto,duplicate_resolution,,1.0,2.0,,
Blue Springs HS,Blue Springs HS,Missouri,high_auto,duplicate_resolution,,3.0,3.0,,
Blue Springs High School,Blue Springs HS,Missouri,high_auto,duplicate_resolution,,1.0,3.0,,
Blue Springs South,Blue Springs South,Missouri,high_auto,duplicate_resolution,,8.0,8.0,,
Blue Springs South HS,Blue Springs South,Missouri,high_auto,duplicate_resolution,,3.0,8.0,,
Blue Springs South H.S.,Blue Springs South,Missouri,high_auto,duplicate_resolution,,1.0,8.0,,
Blue Valley North,Blue Valley North,Kan,high_auto,duplicate_resolution,,13.0,13.0,,
Blue Valley North HS,Blue Valley North,Kan,high_auto,duplicate_resolution,,4.0,13.0,,
Boca Raton,Boca Raton,Fla,high_auto,duplicate_resolution,,7.0,7.0,,
Boca Raton HS,Boca Raton,Fla,high_auto,duplicate_resolution,,6.0,7.0,,
Boca Raton Community,Boca Raton Community,Fla,high_auto,duplicate_resolution,,7.0,7.0,,
Boca Raton Community HS,Boca Raton Community,Fla,high_auto,duplicate_resolution,,1.0,7.0,,
Boerne HS,Boerne HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Boerne,Boerne HS,Texas,high_auto,duplicate_resolution,,1.0,4.0,,
Boerne High School,Boerne HS,Texas,high_auto,duplicate_resolution,,1.0,4.0,,
Boerne-Samuel V. Champion,Boerne-Samuel V. Champion,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
Boerne-Samuel V. Champion High School,Boerne-Samuel V. Champion,Texas,high_auto,duplicate_resolution,,1.0,3.0,,
Boise HS,Boise HS,Idaho,high_auto,duplicate_resolution,,12.0,12.0,,
Boise High School,Boise HS,Idaho,high_auto,duplicate_resolution,,5.0,12.0,,
Boise,Boise HS,Idaho,high_auto,duplicate_resolution,,3.0,12.0,,
Boise H.S.,Boise HS,Idaho,high_auto,duplicate_resolution,,1.0,12.0,,
Boling HS,Boling HS,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Boling,Boling HS,Texas,high_auto,duplicate_resolution,,1.0,2.0,,
Bolingbrook,Bolingbrook,Ill,high_auto,duplicate_resolution,,40.0,40.0,,
Bolingbrook HS,Bolingbrook,Ill,high_auto,duplicate_resolution,,17.0,40.0,,
Bondurant-Farrar,Bondurant-Farrar,Iowa,high_auto,duplicate_resolution,,7.0,7.0,,
Bondurant-Farrar HS,Bondurant-Farrar,Iowa,high_auto,duplicate_resolution,,4.0,7.0,,
Bonita HS,Bonita HS,California,high_auto,duplicate_resolution,,5.0,5.0,,
Bonita,Bonita HS,California,high_auto,duplicate_resolution,,1.0,5.0,,
Bonner/Prendergast,Bonner/Prendergast,Pennsylvania,high_auto,duplicate_resolution,,1.0,1.0,,
Bonner/Prendergast (Siena College),Bonner/Prendergast,Pennsylvania,high_auto,duplicate_resolution,,1.0,1.0,,
Booker T. Washington,Booker T. Washington,Okla,high_auto,duplicate_resolution,,16.0,16.0,,
Booker T. Washington HS,Booker T. Washington,Okla,high_auto,duplicate_resolution,,4.0,16.0,,
Booker T Washington HS,Booker T. Washington,Okla,high_auto,duplicate_resolution,,2.0,16.0,,
Boone HS,Boone HS,Fla,high_auto,duplicate_resolution,,8.0,8.0,,
Boone,Boone HS,Fla,high_auto,duplicate_resolution,,2.0,8.0,,
Boonville HS,Boonville HS,Missouri,high_auto,duplicate_resolution,,3.0,3.0,,
Boonville,Boonville HS,Missouri,high_auto,duplicate_resolution,,1.0,3.0,,
Borah HS,Borah HS,Idaho,high_auto,duplicate_resolution,,6.0,6.0,,
Borah,Borah HS,Idaho,high_auto,duplicate_resolution,,2.0,6.0,,
Boswell HS,Boswell HS,Texas,high_auto,duplicate_resolution,,12.0,12.0,,
Boswell,Boswell HS,Texas,high_auto,duplicate_resolution,,3.0,12.0,,
Boswell High School,Boswell HS,Texas,high_auto,duplicate_resolution,,2.0,12.0,,
Boswell H.S.,Boswell HS,Texas,high_auto,duplicate_resolution,,2.0,12.0,,
Bothell HS,Bothell HS,Wash,high_auto,duplicate_resolution,,6.0,6.0,,
Bothell,Bothell HS,Wash,high_auto,duplicate_resolution,,2.0,6.0,,
Boulder Creek HS,Boulder Creek HS,Ariz,high_auto,duplicate_resolution,,6.0,6.0,,
Boulder Creek,Boulder Creek HS,Ariz,high_auto,duplicate_resolution,,2.0,6.0,,
Bowie HS,Bowie HS,Texas,high_auto,duplicate_resolution,,14.0,14.0,,
Bowie High School,Bowie HS,Texas,high_auto,duplicate_resolution,,1.0,14.0,,
Bowling Green HS,Bowling Green HS,Kentucky,high_auto,duplicate_resolution,,6.0,6.0,,
Bowling Green,Bowling Green HS,Kentucky,high_auto,duplicate_resolution,,2.0,6.0,,
Boyd County,Boyd County,Kentucky,high_auto,duplicate_resolution,,17.0,17.0,,
Boyd County HS,Boyd County,Kentucky,high_auto,duplicate_resolution,,4.0,17.0,,
Boylan Catholic H.S.,Boylan Catholic HS,Illinois,high_auto,duplicate_resolution,,1.0,1.0,,
Boylan Catholic HS,Boylan Catholic HS,Illinois,high_auto,duplicate_resolution,,1.0,1.0,,
Boyle County,Boyle County,Kentucky,high_auto,duplicate_resolution,,4.0,4.0,,
Boyle County HS,Boyle County,Kentucky,high_auto,duplicate_resolution,,2.0,4.0,,
Braden River,Braden River,Fla,high_auto,duplicate_resolution,,8.0,8.0,,
Braden River HS,Braden River,Fla,high_auto,duplicate_resolution,,4.0,8.0,,
Bradley Central HS,Bradley Central High School,Tenn,high_auto,duplicate_resolution,,6.0,6.0,,
Bradley Central High School,Bradley Central High School,Tenn,high_auto,duplicate_resolution,,6.0,6.0,,
